c#IrAkkil	N_NNP	B-NP	1	IrAk	IrA	kkil	kil	{MCL}	B-LOCATION	IrAk,N,il-LOC,,,,
canYrEcarcum	N_NN	I-NP	0	canY	can	rcum	cum	o	I-ASSOCIATION	canYrEcarcum,unk,,,,,,
palapparItcE	N_NN	B-NP	0	pala	pal	ItcE	tcE	o	o	palapparItcE,N,,,,,
natawwinYa	V_VM_VF	B-VGF	0	nata	nat	inYa	nYa	o	o	natawwu,V,,pl,3,n,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

‘	RD_SYM	B-NP	0	0	0	0	0	o	o	‘,punc,,,,,,
tAs	N_NN	I-NP	0	0	0	0	0	o	o	tAs,N,,,,,
’	RD_SYM	I-NP	0	0	0	0	0	o	o	’,punc,,,,,,
w#jeVyiwwa	N_NNP	B-NP	1	jeVy	jeV	iwwa	wwa	{MCL}	B-INDIVIDUAL	jeVyi,V,PAST,,,,RP
c#EwarApAw	N_NNP	I-NP	1	Ewar	Ewa	ApAw	pAw	o	B-CITY	EwarApAw,N,,,,,
c#keptanY	N_NN	B-NP	0	kept	kep	tanY	anY	o	B-TITLE	keptanY,N,,,,,
c#vArnYar	V_VM_VF	B-VGF	0	vArn	vAr	nYar	Yar	o	B-INDIVIDUAL	vArnYar,N,,,,,
muwalil	RB	B-RBP	0	muwa	muw	alil	lil	o	o	muwal,N,il-LOC,,,,
c#kujarAwwE	N_NNP	B-NP	1	kuja	kuj	AwwE	wwE	o	B-STATE	kujarAw,N,E-ACC,,,,
pet	N_NN	B-NP	0	0	0	0	0	o	o	pet,N,,,,,
ceVyya	V_VM_VNF_INF	B-VGNF	0	ceVy	ceV	Vyya	yya	o	o	ceVy,V,,,,,INF
paNiwwAr	V_VM_VF	I-VGNF	0	paNi	paN	wwAr	wAr	{/MCL}	o	paNi,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	o	o	&dot;,punc,,,,,,

iwEyatuwwu	PR_PRP	B-NP	0	iwEy	iwE	uwwu	wwu	{RP}	o	iwEyatuwwu,ADV,,,,,
kujarAwwinY	N_NNP	B-NP	1	kuja	kuj	winY	inY	o	B-STATE	kujarAw,N,inY-GEN,,,,
inYnYifcE	N_NN	B-NP	0	inYn	inY	ifcE	fcE	o	o	inYnYifcu,N,E-ACC,,,,
woVtafkiya	V_VM_VNF_RP	B-VGNF	0	woVt	woV	kiya	iya	o	o	woVtafku,V,PAST,,,,RP
c#jAcanY	N_NNP	B-NP	1	jAca	jAc	canY	anY	{MCL}	B-INDIVIDUAL	jAcanY,N,,,,,
rAyum	N_NNP	I-NP	1	rAyu	rAy	Ayum	yum	o	I-INDIVIDUAL	rAy,N,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	{/RP}	o	&comma;,punc,,,,,
piranYtanY	N_NN	B-NP	0	pira	pir	tanY	anY	o	o	piranYtanY,N,,,,,
meVkkallamum	N_NN	I-NP	0	meVk	meV	amum	mum	o	o	meVkkallam,N,,,,m,
muwal	PSP	B-BLK	0	muwa	muw	uwal	wal	o	o	muwal,N,,,,,
c#4	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	4,num,,,,,,
ovarkalYil	N_NN	I-NP	0	ovar	ova	lYil	Yil	o	o	ovar,N,il-LOC,pl,,,
c#32	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	32,num,,,,,,
ranYkalY	N_NN	I-NP	0	ranY	ran	kalY	alY	o	o	ranY,N,,pl,,,
cekariwwanYar	V_VM_VF	B-VGF	0	ceka	cek	nYar	Yar	o	o	cekari,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

culYYal	N_NN	B-NP	0	culY	cul	YYal	Yal	{MCL}	o	culYYal,N,,,,,
jAlam	N_NN	I-NP	0	jAla	jAl	Alam	lam	o	o	jAlam,N,,,,,
c#5-vawu	QT_QTO	B-NP	0	5-va	5-v	vawu	awu	o	o	5,num,,sg,,,
ovaril	N_NN	I-NP	0	ovar	ova	aril	ril	o	o	ovar,N,il-LOC,,,,
culYYarYpanwu	N_NN	B-NP	0	culY	cul	anwu	nwu	o	o	culYYarYpanwu,N,,,,,
vIccAlYar	N_NN	I-NP	0	vIcc	vIc	lYar	Yar	o	o	vIccAlYar,N,,,,,
c#raRiwkAnYE	N_NNP	B-NP	1	raRi	raR	AnYE	nYE	o	B-INDIVIDUAL	raRiwkAnYE,unk,,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#EwarApAw	N_NNP	B-NP	1	Ewar	Ewa	ApAw	pAw	o	B-CITY	EwarApAw,N,,,,,
c#keptanY	N_NN	I-NP	0	kept	kep	tanY	anY	o	B-TITLE	keptanY,N,,,,,
c#vArnYar	N_NNP	B-NP	1	vArn	vAr	nYar	Yar	o	B-INDIVIDUAL	vArnYar,N,,,,,
koVNtu	V_VM_VNF_VBN	B-VGF	0	koVN	koV	VNtu	Ntu	o	o	koVlY,V,,,,,VBP
vanwAr	V_VM_VF	I-VGF	0	vanw	van	nwAr	wAr	o	o	vA,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

awarYku	PR_PRP	B-NP	0	awar	awa	rYku	Yku	{MCL}	o	awu,PN,ku-DAT,,,,
utanYati	JJ	B-NP	0	utan	uta	Yati	ati	o	o	utanYati,ADV,,,,,
palanY	N_NN	I-NP	0	pala	pal	lanY	anY	o	o	palanY,N,,pl,,,
kitEwwawu	V_VM_VF	B-VGF	0	kitE	kit	wawu	awu	o	o	kitE,V,PAST,sg,3,n,RP-PRP
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

avarawu	PR_PRP	B-NP	0	avar	ava	rawu	awu	{MCL}	o	avar,PN,awu-GEN,,,mf,
panwu	N_NN	B-NP	0	panw	pan	anwu	nwu	o	o	panwu,N,,,,,
vIccil	N_NN	I-NP	0	vIcc	vIc	ccil	cil	o	o	vIccu,N,il-LOC,,,,
c#meVkkallam	N_NNP	B-NP	1	meVk	meV	llam	lam	o	B-INDIVIDUAL	meVkkallam,N,,,,m,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
c#5	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	5,num,,,,,,
ranY	N_NN	I-NP	0	0	ran	0	anY	o	o	ranY,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
eVl.pi.tapilYyU.	N_NN	B-NP	0	eVl.	eVl	YyU.	yU.	o	o	eVl.pi.tapilYyU.,unk,,,,,,
AnYAr	V_VM_VF	B-VGF	0	AnYA	AnY	nYAr	YAr	o	o	Aku,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

atuwwu	PSP	B-BLK	0	atuw	atu	uwwu	wwu	o	o	atuwwu,ADV,,,,,
irYafkiya	V_VM_VNF_RP	B-VGNF	0	irYa	irY	kiya	iya	{MCL}	o	irYafku,V,PAST,,,,RP
c#keptanY	N_NN	B-NP	0	kept	kep	tanY	anY	o	B-TITLE	keptanY,N,,,,,
c#cureR	N_NNP	B-NP	1	cure	cur	ureR	reR	o	B-INDIVIDUAL	cureR,N,,,,m,
reVynYA	N_NNP	I-NP	1	reVy	reV	ynYA	nYA	o	I-INDIVIDUAL	reVynYA,N,,,,m,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
muwal	QT_QTO	B-NP	0	muwa	muw	uwal	wal	o	o	muwal,ADJ,,,,,
panwileye	N_NN	I-NP	0	panw	pan	leye	eye	o	o	panwu,N,il-LOC,,,,
veVlYiyerYi	V_VM_VNF_VBN	B-VGF	0	veVl	veV	erYi	rYi	{/MCL}	o	veVlYiyerYu,V,,,,,VBP

eVlYiwAnYa	JJ	B-NP	0	eVlY	eVl	AnYa	nYa	{RP}	o	eVlYiwu,N,AnYa-ADJ,,,,
ketc	N_NN	I-NP	0	0	ket	0	etc	o	o	ketc,N,,,,,
vAyppE	N_NN	I-NP	0	vAyp	vAy	yppE	ppE	o	o	vAyppu,N,E-ACC,,,,
slippil	N_NN	B-NP	0	slip	sli	ppil	pil	o	o	slip,N,il-LOC,,,,
ninYrYa	V_VM_VNF_RP	B-VGNF	0	ninY	nin	YrYa	rYa	o	o	nil,V,PAST,,,,RP
c#vArnYar	N_NN	B-NP	0	vArn	vAr	nYar	Yar	{/RP}	B-INDIVIDUAL	vArnYar,N,,,,,
wavarYa	V_VM_VNF_INF	B-VGNF	0	wava	wav	arYa	rYa	o	o	wavarYu,V,,,,,INF
vittAr	V_VM_VF	I-VGNF	0	vitt	vit	ttAr	tAr	{/MCL}	o	vitu,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	o	o	&dot;,punc,,,,,,

atuwwa	JJ	B-NP	0	atuw	atu	uwwa	wwa	{MCL}	o	atuwwa,ADJ,,,,,
ovaril	N_NN	I-NP	0	ovar	ova	aril	ril	o	o	ovar,N,il-LOC,,,,
c#jAcanY	N_NNP	B-NP	1	jAca	jAc	canY	anY	o	B-INDIVIDUAL	jAcanY,N,,,,,
rAyE	N_NNP	I-NP	1	0	rAy	0	AyE	o	I-INDIVIDUAL	rAy,N,E-ACC,,,,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
c#31	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	31,num,,,,,,
ranY	N_NN	I-NP	0	0	ran	0	anY	o	o	ranY,N,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#21	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	21,num,,,,,,
panwu	N_NN	I-NP	0	panw	pan	anwu	nwu	o	o	panwu,N,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#5	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	5,num,,,,,,
pavuNtari	N_NN	I-NP	0	pavu	pav	tari	ari	o	o	pavuNtari,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
puvanYeRvarkumAr	N_NNP	B-NP	1	puva	puv	umAr	mAr	o	o	puvanYeRvarkumAr,unk,,,,,,
kAli	N_NN	B-NP	0	0	kAl	0	Ali	o	o	kAli,N,,,,,
ceVywAr	V_VM_VF	B-VGF	0	ceVy	ceV	ywAr	wAr	o	o	ceVy,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

iwanY	PR_PRP	B-NP	0	iwan	iwa	wanY	anY	{MCL}	o	iwanY,PN,,,,,
pinYnYar	PSP	B-BLK	0	pinY	pin	nYar	Yar	o	o	pinYnYar,N,,,,,
3-vawu	QT_QTO	B-NP	0	3-va	3-v	vawu	awu	o	o	3,num,,sg,,,
vikkeVttukku	N_NN	I-NP	0	vikk	vik	ukku	kku	o	o	vikkeVt,N,ukku-DAT,,,,
c#AronY	N_NNP	B-NP	1	Aron	Aro	ronY	onY	o	B-INDIVIDUAL	AronY,N,,,,,
piFc	N_NNP	I-NP	1	0	piF	0	iFc	o	I-INDIVIDUAL	piFc,N,,,,,
vanwAr	V_VM_VF	B-VGF	0	vanw	van	nwAr	wAr	o	o	vA,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

marYumunYEyil	N_NN	B-NP	0	marY	mar	Eyil	yil	{MCL}	o	marYumunYE,N,il-LOC,,,,
culYYalil	N_NN	B-NP	0	culY	cul	alil	lil	o	o	culYYal,N,il-LOC,,,,
w#mirattiya	N_NNP	B-NP	1	mira	mir	tiya	iya	o	B-INDIVIDUAL	mirattu,V,PAST,,,,RP
raRiwkAnY	N_NNP	I-NP	1	raRi	raR	kAnY	AnY	o	I-INDIVIDUAL	raRiwkAnY,unk,,,,,,
wanYawu	PR_PRF	B-NP	0	wanY	wan	Yawu	awu	o	o	wanY,PN,awu-GEN,,,,
atuwwatuwwu	RB	B-RBP	0	atuw	atu	uwwu	wwu	o	o	atuwwatuwwu,ADV,,,,,
ovarkalYil	N_NN	B-NP	0	ovar	ova	lYil	Yil	o	o	ovar,N,il-LOC,pl,,,
c#AronY	N_NNP	B-NP	1	Aron	Aro	ronY	onY	o	B-INDIVIDUAL	AronY,N,,,,,
piFc	N_NNP	I-NP	1	0	piF	0	iFc	o	I-INDIVIDUAL	piFc,N,,,,,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
c#3	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	3,num,,,,,,
ranY	N_NN	I-NP	0	0	ran	0	anY	o	o	ranY,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#reVynYA	N_NNP	B-NP	1	reVy	reV	ynYA	nYA	o	B-INDIVIDUAL	reVynYA,N,,,,m,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
c#5	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	5,num,,,,,,
ranY	N_NN	I-NP	0	0	ran	0	anY	o	o	ranY,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
AkiyorE	N_NN	B-NP	0	Akiy	Aki	yorE	orE	o	o	Akiyor,N,E-ACC,,,,
wulliyamAka	RB	B-RBP	0	wull	wul	mAka	Aka	o	o	wulliyam,N,Aka-ADV,,,,
eVl.pi.tapilYyU.	N_NN	B-NP	0	eVl.	eVl	YyU.	yU.	o	o	eVl.pi.tapilYyU.,unk,,,,,,
AkkinYAr	V_VM_VF	B-VGF	0	Akki	Akk	nYAr	YAr	o	o	Akku,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

c#57	QT_QTC	B-NP	0	0	0	0	0	{RP}	B-COUNT	57,num,,,,,,
ranYnYukkulY	N_NN	I-NP	0	ranY	ran	kulY	ulY	o	o	ranY,N,ukku-DAT,,,,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
9	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	9,num,,,,,,
ovar	N_NN	I-NP	0	0	ova	0	var	o	o	ovar,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
c#4	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	4,num,,,,,,
vikkeVttukalYE	N_NN	I-NP	0	vikk	vik	alYE	lYE	o	o	vikkeVt,N,E-ACC,pl,,,
parYikoVtuwwa	V_VM_VNF_INF	B-VGNF	0	parY	par	uwwa	wwa	o	o	parYikoVtu,V,PAST,,,,RP
c#kujarAw	N_NNP	B-NP	1	kuja	kuj	arAw	rAw	o	#B-ASSOCIATION	kujarAw,N,,,,,
aNiyAl	N_NN	I-NP	0	aNiy	aNi	iyAl	yAl	{/RP}	I-ASSOCIATION	aNi,N,Al-INS,,,,
awanY	PR_PRP	B-NP	0	awan	awa	wanY	anY	{MCL}	o	awanY,PN,,,,,
pirYaku	PSP	B-BLK	0	pirY	pir	Yaku	aku	o	o	pirYaku,PSP,,,,,
eVlYYucci	N_NN	B-NP	0	eVlY	eVl	ucci	cci	o	o	eVlYYucci,N,,,,,
peVrYavillE	RP_NEG	B-VGF	0	peVr	peV	illE	llE	o	o	peVrYu,V,,,,,NEG
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

ranYvekam	N_NN	B-NP	0	ranY	ran	ekam	kam	{MCL}	o	ranYvekam,unk,,,,,,
oVreyatiyAka	RB	B-RBP	0	oVre	oVr	yAka	Aka	o	o	oVreyatiyAka,ADV,,,,,
watam	N_NN	B-NP	0	wata	wat	atam	tam	o	o	watam,N,,,,,
puraNtawu	V_VM_VF	B-VGF	0	pura	pur	tawu	awu	o	o	puralY,V,PAST,sg,3,n,RP-PRP
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

c#winYeR	N_NNP	B-NP	1	winY	win	nYeR	YeR	{RP}	B-INDIVIDUAL	winYeR,N,,,,m,
kArwwik	N_NNP	I-NP	1	kArw	kAr	wwik	wik	o	I-INDIVIDUAL	kArwwik,N,,,,,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
c#30	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	30,num,,,,,,
ranY	N_NN	I-NP	0	0	ran	0	anY	o	o	ranY,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#veVynY	N_NNP	B-NP	1	veVy	veV	VynY	ynY	o	B-INDIVIDUAL	veVynY,N,,,,,
cumiw	N_NNP	I-NP	1	cumi	cum	umiw	miw	o	I-INDIVIDUAL	cumiw,N,,,,m,
(	RD_SYM	B-NP	0	0	0	0	0	o	o	(,punc,,,,,,
c#37	QT_QTC	I-NP	0	0	0	0	0	o	B-COUNT	37,num,,,,,,
ranY	N_NN	I-NP	0	0	ran	0	anY	o	o	ranY,N,,,,,
)	RD_SYM	I-NP	0	0	0	0	0	o	o	),punc,,,,,,
kaNicamAnYa	JJ	B-NP	0	kaNi	kaN	AnYa	nYa	o	o	kaNicam,N,AnYa-ADJ,,,,
pafkalYippE	N_NN	I-NP	0	pafk	paf	ippE	ppE	o	o	pafkalYippu,N,E-ACC,,,,
alYiwwa	V_VM_VNF_RP	B-VGNF	0	alYi	alY	iwwa	wwa	o	o	alYi,V,PAST,,,,RP
powilum	PSP	B-BLK	0	powi	pow	ilum	lum	{/RP}	o	powilum,PSP,,,,,
c#150	QT_QTC	B-NP	0	0	0	0	0	{MCL}	B-COUNT	150,num,,,,,,
ranYkalYE	N_NN	I-NP	0	ranY	ran	alYE	lYE	o	o	ranY,N,E-ACC,pl,,,
kUta	PSP	B-BLK	0	0	kUt	0	Uta	o	o	kUta,PSP,,,,,
neVrufka	V_VM_VNF_INF	B-VGNF	0	neVr	neV	ufka	fka	o	o	neVrufku,V,,,,,INF
mutiyavillE	RP_NEG	I-VGNF	0	muti	mut	illE	llE	{/MCL}	o	muti,V,,,,,NEG
.	RD_PUNC	I-VGF	0	0	0	0	0	o	o	&dot;,punc,,,,,,

c#20	QT_QTC	B-NP	0	0	0	0	0	{MCL}	B-COUNT	20,num,,,,,,
ovarkalYil	N_NN	I-NP	0	ovar	ova	lYil	Yil	o	o	ovar,N,il-LOC,pl,,,
c#kujarAw	N_NNP	B-NP	1	kuja	kuj	arAw	rAw	o	#B-ASSOCIATION	kujarAw,N,,,,,
aNi	N_NN	I-NP	0	0	0	0	0	o	I-ASSOCIATION	aNi,N,,,,,
c#7	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	7,num,,,,,,
vikkeVttukku	N_NN	I-NP	0	vikk	vik	ukku	kku	o	o	vikkeVt,N,ukku-DAT,,,,
c#135	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	135,num,,,,,,
ranYkalYukku	N_NN	I-NP	0	ranY	ran	ukku	kku	o	o	ranY,N,ukku-DAT,pl,,,
kattuppatuwwappattawu	V_VM_VF	B-VGF	0	katt	kat	tawu	awu	o	o	kattuppatuwwu,V,PAST,sg,3,n,RP-PRP
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

c#vArnYar	N_NNP	B-NP	1	vArn	vAr	nYar	Yar	{MCL}	B-INDIVIDUAL	vArnYar,N,,,,,
kalakkal	N_NN	I-NP	0	kala	kal	kkal	kal	o	o	kalakkal,N,,,,,
atuwwu	PSP	B-BLK	0	atuw	atu	uwwu	wwu	o	o	atuwwu,ADV,,,,,
eVlYiya	JJ	B-NP	0	eVlY	eVl	Yiya	iya	o	o	eVlYiya,ADJ,,,,,
ilakkE	N_NN	I-NP	0	ilak	ila	akkE	kkE	o	o	ilakku,N,E-ACC,,,,
nokki	RB	B-RBP	0	nokk	nok	okki	kki	o	o	nokki,ADV,,,,,
c#EwarApAwwinY	N_NNP	B-NP	1	Ewar	Ewa	winY	inY	o	B-CITY	EwarApAw,N,inY-GEN,,,,
woVtakka	N_NN	B-NP	0	woVt	woV	akka	kka	o	o	woVtakka,ADJ,,,,,
AttakkArarkalYAka	RB	B-RBP	0	Atta	Att	YAka	Aka	o	o	AttakkArar,N,,pl,,,
c#tevit	N_NNP	B-NP	1	tevi	tev	evit	vit	o	B-INDIVIDUAL	tevit,N,,,,m,
vArnYarum	N_NNP	I-NP	1	vArn	vAr	arum	rum	o	I-INDIVIDUAL	vArnYar,N,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
c#Rikar	N_NNP	B-NP	1	Rika	Rik	ikar	kar	o	B-INDIVIDUAL	Rikar,N,,,,,
wavAnYum	N_NNP	I-NP	1	wavA	wav	nYum	Yum	o	I-INDIVIDUAL	wavAnY,N,,,,,
kalYam	N_NN	B-NP	0	kalY	kal	lYam	Yam	o	o	kalYam,N,,,,,
pukunwanYar	V_VM_VF	B-VGF	0	puku	puk	nYar	Yar	o	o	puku,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

c#Accariyam	N_NN	B-NP	0	Acca	Acc	iyam	yam	{MCL}	o	Accariyam,N,,,,,
alYikkum	V_VM_VNF_RP	B-VGNF	0	alYi	alY	kkum	kum	o	o	alYi,V,FUTURE,,,,RP
vakEyil	N_NN	B-NP	0	vakE	vak	Eyil	yil	o	o	vakE,N,il-LOC,,,,
muwal	QT_QTO	B-NP	0	muwa	muw	uwal	wal	o	o	muwal,ADJ,,,,,
ovarE	N_NN	I-NP	0	ovar	ova	varE	arE	o	o	ovar,N,E-ACC,,,,
c#cureR	N_NNP	B-NP	1	cure	cur	ureR	reR	o	B-INDIVIDUAL	cureR,N,,,,m,
reVynYA	N_NNP	I-NP	1	reVy	reV	ynYA	nYA	o	I-INDIVIDUAL	reVynYA,N,,,,m,
vIcinYAr	V_VM_VF	B-VGF	0	vIci	vIc	nYAr	YAr	o	o	vIcu,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

‘	RD_SYM	I-VGF	0	0	0	0	0	o	o	‘,punc,,,,,,

c#vArnYar	N_NNP	B-NP	1	vArn	vAr	nYar	Yar	{MCL}	B-INDIVIDUAL	vArnYar,N,,,,,
c#2	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	2,num,,,,,,
cikcarum	N_NN	I-NP	0	cikc	cik	arum	rum	o	o	cikcar,N,,,,,
,	RD_PUNC	I-NP	0	0	0	0	0	o	o	&comma;,punc,,,,,
wavAnY	N_NN	B-NP	0	wavA	wav	vAnY	AnY	o	o	wavAnY,N,,,,,
oVru	QT_QTC	B-NP	0	0	oVr	0	Vru	o	o	oVru,ADJ,,,,,
cikcarum	N_NN	I-NP	0	cikc	cik	arum	rum	o	o	cikcar,N,,,,,
noVrYukkinYar	V_VM_VF	B-VGF	0	noVr	noV	nYar	Yar	o	o	noVrYukku,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

skor	N_NN	B-NP	0	0	sko	0	kor	{RP}	o	skor,N,,,,,
c#32	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	32,num,,,,,,
ranYkalYAka	RB	B-VGNF	0	ranY	ran	YAka	Aka	o	o	ranY,N,,pl,,,
uyarnwa	V_VM_VNF_RP	I-VGNF	0	uyar	uya	rnwa	nwa	o	o	uyar,V,PAST,,,,RP
powu	PSP	B-BLK	0	0	pow	0	owu	o	o	powu,PSP,,,,,
,	RD_PUNC	B-BLK	0	0	0	0	0	{/RP}	o	&comma;,punc,,,,,
c#wavAnY	N_NNP	B-NP	1	wavA	wav	vAnY	AnY	{MCL}	B-INDIVIDUAL	wavAnY,N,,,,,
c#9	QT_QTC	B-NP	0	0	0	0	0	o	B-COUNT	9,num,,,,,,
ranYnYil	N_NN	I-NP	0	ranY	ran	nYil	Yil	o	o	ranY,N,il-LOC,,,,
ketc	N_NN	B-NP	0	0	ket	0	etc	o	o	ketc,N,,,,,
AnYAr	V_VM_VF	B-VGF	0	AnYA	AnY	nYAr	YAr	o	o	Aku,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

iwanY	PR_PRP	B-NP	0	iwan	iwa	wanY	anY	{MCL}	o	iwanY,PN,,,,,
pirYaku	PSP	B-BLK	0	pirY	pir	Yaku	aku	o	o	pirYaku,PSP,,,,,
c#heVnYriks	N_NNP	B-NP	1	heVn	heV	riks	iks	o	B-INDIVIDUAL	heVnYriks,N,,,,m,
irYafkinYAr	V_VM_VF	B-VGF	0	irYa	irY	nYAr	YAr	o	o	irYafku,V,PAST,sg,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

c#vArnYar	N_NNP	B-NP	1	vArn	vAr	nYar	Yar	{NF}	B-INDIVIDUAL	vArnYar,N,,,,,
-	RD_SYM	I-NP	0	0	0	0	0	o	o	-,punc,,,,,,
c#heVnYriks	N_NNP	B-NP	1	heVn	heV	riks	iks	o	B-INDIVIDUAL	heVnYriks,N,,,,m,
joti	N_NN	I-NP	0	0	jot	0	oti	o	o	joti,N,,,,,
pakkuvamAka	RB	B-VGNF	0	pakk	pak	mAka	Aka	o	o	pakkuvam,N,Aka-ADV,,,,
vilYEyAti	V_VM_VNF_VBN	I-VGNF	0	vilY	vil	yAti	Ati	{/NF}	o	vilYEyAtu,V,,,,,VBP
wafkalY	PR_PRP	B-NP	0	wafk	waf	kalY	alY	{MCL}	o	wafkalY,PN,,,,,
aNiyinY	N_NN	I-NP	0	aNiy	aNi	yinY	inY	o	o	aNi,N,inY-GEN,,,,
w#veVrYrYikku	N_NN	B-NP	0	veVr	veV	ikku	kku	o	B-INDIVIDUAL	veVrYrYi,N,kku-DAT,,,,
aswivAram	N_NN	B-NP	0	aswi	asw	Aram	ram	o	o	aswivAram,N,,,,,
amEwwanYar	V_VM_VF	B-VGF	0	amEw	amE	nYar	Yar	o	o	amE,V,PAST,pl,3,c,
.	RD_PUNC	I-VGF	0	0	0	0	0	{/MCL}	o	&dot;,punc,,,,,,

ewuvAnYa	JJ	B-NP	0	ewuv	ewu	AnYa	nYa	o	o	ewu,N,AnYa-ADJ,,,,
panwukalYE	N_NN	I-NP	0	panw	pan	alYE	lYE	o	o	panwu,N,E-ACC,pl,,,
virattiyatikkavum	V_VM_VNF_INF	B-VGNF	0	vira	vir	avum	vum	{MCL}	o	virattiyati,V,,,,,INF
wavarYavillE	RP_NEG	I-VGNF	0	wava	wav	illE	llE	{/MCL}	o	wavarYu,V,,,,,NEG
.	RD_PUNC	I-VGF	0	0	0	0	0	o	o	&dot;,punc,,,,,,

iruvarum	N_NN	B-NP	0	iruv	iru	arum	rum	{NF}	o	iruvar,N,,,,,
woVtarnwu	V_VM_VNF_VBN	B-VGNF	0	woVt	woV	rnwu	nwu	{/NF}	o	woVtar,V,,,,,VBP
wafkalYawu	PR_PRP	B-NP	0	wafk	waf	Yawu	awu	{MCL}	o	wafkalY,PN,awu-GEN,,,,
