ஊஷ்L	N_NN	B-NP	URL,unk,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	B-NP	8D,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
ஞ்	RD_PUNC	I-NP	F,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B0	QT_QTC	B-NP	B0,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஐ	N_NN	B-NP	BE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
9	QT_QTC	B-NP	9,num,,,,,,	o
C	RD_PUNC	I-NP	C,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆ9	QT_QTC	B-NP	A9,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஞ்	RP_INJ	B-NP	AF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
8D	QT_QTC	I-NP	8D,unk,,,,,,	o
-	RD_SYM	I-NP	-,punc,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
85	QT_QTC	B-NP	85,num,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B1	QT_QTC	B-NP	B1,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்	QT_QTC	B-NP	BF,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
B5	QT_QTC	B-NP	B5,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஐ0	QT_QTC	B-NP	E,N,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
ஆஐ	N_NN	B-NP	AE,unk,,,,,,	o
%	RD_PUNC	I-NP	%,punc,,,,,,	o
Bஞ்-2674972	V_VM_VF	B-VGF	BF-2674972,unk,,,,,,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

ஹ்ட்ம்ல்	N_NNP	B-NP	html,N,,,,,	o
இந்தியாவிலேயே	N_NNP	I-NP	inwiyA,N,il-LOC,,,,	o
யாரும்	DM_DMQ	B-BLK	yAr,PN,,,,,	o
வெளியிடாத	RP_NEG	B-NEGP	veVlYiyitu,V,,,,,neg_rp-NEG	o
அறிவிப்பு	N_NN	B-NP	arYivippu,N,,,,,	o
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
அறிக்கையில்	N_NN	I-NP	arYikkE,N,il-LOC,,,,	o
நாளை	N_NN	B-NP	nAlYE,N,,,,,	o
வெளியீடு	N_NN	I-NP	veVlYiyItu,N,,,,,	o
:	RD_PUNC	I-NP	:,punc,,,,,,	o
மாஃபா	N_NNP	B-NP	mAHpA,unk,,,,,,	o
பாண்டியராஜன்	N_NNP	I-NP	pANtiyarAjanY,N,,,,m,	o
அறிவிப்பு	N_NN	I-NP	arYivippu,N,,,,,	o
!	RD_PUNC	I-NP	!,punc,,,,,,	o

சென்னை	N_NNP	B-NP	ceVnYnYE,N,,,,,	{COM}
:	RD_PUNC	I-NP	:,punc,,,,,,	o
இந்தியாவிலேயே	N_NNP	B-NP	inwiyA,N,il-LOC,,,,	o
எந்தஅரசியல்	N_NN	B-NP	eVnwaaraciyal,unk,,,,,,	o
கட்சியும்	N_NN	B-NP	katci,N,,,,,	o
வெளியிடாத	RP_NEG	B-NEGP	veVlYiyitu,V,,,,,neg_rp-NEG	o
அறிவிப்பு	N_NN	B-NP	arYivippu,N,,,,,	o
தங்களுடைய	PR_PRP	B-NP	wafkalY,PN,utEya-GEN,,,,	o
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
அறிக்கையில்	N_NN	I-NP	arYikkE,N,il-LOC,,,,	o
நாளை	N_NN	B-NP	nAlYE,N,,,,,	o
வெளியிடப்படும்	V_VM_VF	B-VGF	veVlYiyitu,V,FUTURE,,,,RP	o
என்று	CC_CCS	B-CCP	eVnYrYu,UT,,,,,	{/COM}
அதிமுக	N_NNP	B-NP	awimuka,N,,,,,	{MCL}
புரட்சித்தலைவி	N_NN	I-NP	puratciwwalEvi,unk,,,,,,	o
அம்மா	N_NN	B-NP	ammA,N,,,,f,	o
அணியைச்	N_NN	I-NP	aNi,N,E-ACC,,,,	o
சேர்ந்த	JJ	B-NP	cernwa,ADJ,,,,,	o
முன்னாள்	JJ	I-NP	munYnYAlY,N,,,,,	o
அமைச்சர்	N_NN	I-NP	amEccar,N,,,,,	o
மாஃபா	N_NNP	B-NP	mAHpA,unk,,,,,,	o
பாண்டியராஜன்	N_NNP	I-NP	pANtiyarAjanY,N,,,,m,	o
செய்தியாளர்களிடம்	N_NN	B-NP	ceVywiyAlYar,N,itam-LOC,pl,,,	o
தெரிவித்தார்	V_VM_VF	B-VGF	weVrivi,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

வரும்	V_VM_VNF_RP	B-VGNF	vA,V,FUTURE,,,,RP	{RP}
ஏப்ரல்	N_NNP	B-NP	epral,N,,,,,	o
மாதம்	N_NN	I-NP	mAwam,N,,,,,	{/RP}
12-ஆம்	QT_QTO	B-NP	12,num,,sg,,,	{RP}
தேதி	N_NN	I-NP	wewi,N,,,,,	o
நடக்க	V_VM_VNF_INF	B-VGNF	nata,V,,,,,INF	o
உள்ள	PSP	B-BLK	ulYlYa,PSP,,,,,	o
ஆர்.கே.நகர்	N_NNP	B-NP	Ar.ke.nakar,N,,,,,	o
தொகுதி	N_NN	I-NP	woVkuwi,N,,,,,	o
இடைத்தேர்தலில்	N_NN	I-NP	itEwwerwal,N,il-LOC,,,,	o
அதிமுக	N_NNP	B-NP	awimuka,N,,,,,	o
புரட்சித்தலைவி	N_NN	I-NP	puratciwwalEvi,unk,,,,,,	o
அம்மா	N_NN	B-NP	ammA,N,,,,f,	o
அணியைச்	N_NN	I-NP	aNi,N,E-ACC,,,,	o
சேர்ந்த	V_VM_VNF_RP	B-VGNF	cer,V,PAST,,,,RP	o
மதுசூதனன்	N_NNP	B-NP	mawucUwanYanY,N,,,,m,	{/RP}
போட்டியிடுகிறார்	V_VM_VF	B-VGF	pottiyitu,V,PRESENT,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அநத	N_NN	B-NP	anawa,unk,,,,,,	{RP}
அணியைச்	N_NN	I-NP	aNi,N,E-ACC,,,,	o
சேர்ந்த	V_VM_VNF_RP	B-VGNF	cer,V,PAST,,,,RP	o
மற்றொரு	JJ	B-NP	marYrYoVru,ADJ,,,,,	{MCL}
முன்னாள்	JJ	I-NP	munYnYAlY,N,,,,,	o
அமைச்சரான	JJ	I-NP	amEccar,N,AnYa-ADJ,,,,	{/RP}
மாஃபா	N_NNP	B-NP	mAHpA,unk,,,,,,	o
பாண்டியராஜன்	N_NNP	I-NP	pANtiyarAjanY,N,,,,m,	o
இன்று	N_NN	B-NP	inYrYu,N,,,,,	o
க்ரீன்வேஸ்	N_NNP	B-NP	krInYves,unk,,,,,,	o
சாலையில்	N_NN	I-NP	cAlE,N,il-LOC,pl,,,	o
உள்ள	PSP	B-BLK	ulYlYa,PSP,,,,,	o
இல்லத்தில்	N_NN	B-NP	illam,N,il-LOC,,,,	o
செய்தியாளர்களை	N_NN	B-NP	ceVywiyAlYar,N,E-ACC,pl,,,	o
சந்தித்தார்	V_VM_VF	B-VGF	canwi,V,PAST,sg,3,c,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

அப்பொழுதுஅவர்	N_NN	B-NP	appoVlYYuwuavar,unk,,,,,,	{RP}
கூறியதாவது	V_VM_VNF_RP_PRP	B-VGNF	kUrYiyawAvawu,ADJ,,,,,	{/RP}
:	RD_PUNC	I-VGNF	:,punc,,,,,,	{MCL}
எங்களது	PR_PRP	B-NP	eVfkalY,PN,awu-GEN,,,,	o
அணியின்	N_NN	I-NP	aNi,N,inY-GEN,,,,	o
தேர்தல்	N_NN	B-NP	werwal,N,,,,,	o
அறிக்கை	N_NN	I-NP	arYikkE,N,,,,,	o
நாளை	N_NN	B-NP	nAlYE,N,,,,,	o
வெளியிடப்படும்	V_VM_VF	B-VGF	veVlYiyitu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இந்தியாவிலேயே	N_NNP	B-NP	inwiyA,N,il-LOC,,,,	{MCL}
எந்தஅரசியல்	N_NN	B-NP	eVnwaaraciyal,unk,,,,,,	o
கட்சியும்	N_NN	B-NP	katci,N,,,,,	o
வெளியிடாத	RP_NEG	B-NEGP	veVlYiyitu,V,,,,,neg_rp-NEG	o
அறிவிப்பு	N_NN	B-NP	arYivippu,N,,,,,	o
நாளை	N_NN	B-NP	nAlYE,N,,,,,	o
வெளியிடப்பட	V_VM_VNF_INF	B-VGNF	veVlYiyitappata,unk,,,,,,	o
உள்ள	PSP	B-BLK	ulYlYa,PSP,,,,,	o
எங்களுடைய	PR_PRP	B-NP	eVfkalY,PN,utEya-GEN,,,,	o
தேர்தல்	N_NN	I-NP	werwal,N,,,,,	o
அறிக்கையில்	N_NN	I-NP	arYikkE,N,il-LOC,,,,	o
இடம	N_NN	B-NP	itama,unk,,,,,,	o
பெறும்	V_VM_VF	B-VGF	peVrYu,V,FUTURE,,,,RP	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

தேர்தல்	N_NN	B-NP	werwal,N,,,,,	{RP}
களத்தை	N_NN	I-NP	kalYam,N,E-ACC,,,,	o
பொறுத்த	V_VM_VNF_INF	B-VGNF	poVrYuwwu,V,,,,,INF	o
வரை	PSP	B-BLK	varE,PSP,,,,,	{/RP}
எங்களது	PR_PRP	B-NP	eVfkalY,PN,awu-GEN,,,,	{MCL}
முதல்	QT_QTO	B-NP	muwal,ADJ,,,,,	o
எதிரி	N_NN	I-NP	eVwiri,N,,,,,	o
திமுகதான்	N_NNP	B-NP	wimuka,N,wAnY-PSP,,,,	o
.	RD_PUNC	I-NP	&dot;,punc,,,,,,	{/MCL}

குடும்ப	N_NN	B-NP	kutumpam,N,a-ADJ,,,,	{MCL}
அரசியலின்	N_NN	I-NP	araciyal,N,inY-GEN,,,,	o
ஊற்றுக்கண்ணாக	RB	B-VGNF	UrYrYukkaN,N,Aka-ADV,,,,	o
அமைந்திருக்கும்	V_VM_VNF_RP	I-VGNF	amEnwiru,V,FUTURE,,,,RP	o
திமுகவை	N_NNP	B-NP	wimuka,N,E-ACC,,,,	o
எப்பொழுதும்	RB	B-VGF	eVppoVlYYuwum,ADV,,,,,	o
எதிர்ப்போம்	V_VM_VF	I-VGF	eVwir,V,FUTURE,pl,1,f,	o
.	RD_PUNC	I-VGF	&dot;,punc,,,,,,	{/MCL}

இவ்வாறு	RB	B-RBP	ivvArYu,ADV,,,,,	{MCL}
பாண்டியராஜன்	N_NNP	B-NP	pANtiyarAjanY,N,,,,m,	o
தன்னுடைய	PR_PRF	B-NP	wanY,PN,utEya-GEN,,,,	o
பேட்டியில்	N_NN	I-NP	petti,N,il-LOC,,,,	o
தெரிவித்தார்	V_VM_VF	B-VGF	weVrivi,V,PAST,sg,3,c,	{/MCL}


